E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\center_2022_03_18_12_48_14_509.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\left_2022_03_18_12_48_14_509.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\right_2022_03_18_12_48_14_509.jpg,0,0,0,7.96E-05
E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\center_2022_03_18_12_48_14_613.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\left_2022_03_18_12_48_14_613.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\right_2022_03_18_12_48_14_613.jpg,0,0,0,7.89E-05
E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\center_2022_03_18_12_48_14_713.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\left_2022_03_18_12_48_14_713.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\right_2022_03_18_12_48_14_713.jpg,0,0,0,7.82E-05
E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\center_2022_03_18_12_48_14_814.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\left_2022_03_18_12_48_14_814.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\right_2022_03_18_12_48_14_814.jpg,0,0,0,7.81E-05
E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\center_2022_03_18_12_48_14_915.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\left_2022_03_18_12_48_14_915.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\right_2022_03_18_12_48_14_915.jpg,0,0,0,7.82E-05
E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\center_2022_03_18_12_48_15_015.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\left_2022_03_18_12_48_15_015.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\right_2022_03_18_12_48_15_015.jpg,0,0,0,7.93E-05
E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\center_2022_03_18_12_48_15_118.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\left_2022_03_18_12_48_15_118.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\right_2022_03_18_12_48_15_118.jpg,0,0,0,7.84E-05
E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\center_2022_03_18_12_48_15_218.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\left_2022_03_18_12_48_15_218.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\right_2022_03_18_12_48_15_218.jpg,0,0,0,8.20E-05
E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\center_2022_03_18_12_48_15_319.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\left_2022_03_18_12_48_15_319.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\right_2022_03_18_12_48_15_319.jpg,0,0,0,7.80E-05
E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\center_2022_03_18_12_48_15_422.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\left_2022_03_18_12_48_15_422.jpg, E:\Meera\8th Sem\CAPSTONE PROJ\self driving car\simulator-windows-64\DATACOLLECTION1\IMG\right_2022_03_18_12_48_15_422.jpg,0,0,0,8.13E-05
